"total_points","was_home","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","transfers_in","transfers_out","Player ID","xG","xA","Matchday","Date","Away Team","Home Team","Away Team Strength","Home Team Strength","Away Team Score","Home Team Score"
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",77,955,107,"0.00","0.00",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",95,480,107,"0.00","0.00",3,2024-08-31,"Southampton","Brentford",2,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",105,354,107,"0.00","0.00",4,2024-09-14,"Brentford","Man City",3,5,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",66,112,107,"0.00","0.00",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,108,"0.00","0.00",1,2024-08-18,"Crystal Palace","Brentford",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",19997,302798,108,"0.00","0.00",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",23379,231301,108,"0.00","0.00",3,2024-08-31,"Southampton","Brentford",2,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,190136,108,"0.00","0.00",4,2024-09-14,"Brentford","Man City",3,5,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,31395,108,"0.00","0.00",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,109,"0.00","0.00",1,2024-08-18,"Crystal Palace","Brentford",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",11418,7453,109,"0.00","0.00",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",39613,22705,109,"0.00","0.00",3,2024-08-31,"Southampton","Brentford",2,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",20372,41288,109,"0.00","0.00",4,2024-09-14,"Brentford","Man City",3,5,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",5398,11613,109,"0.00","0.00",5,2024-09-21,"Brentford","Spurs",3,3,1,3
11,TRUE,83,1,1,0,1,0,0,0,1,0,0,3,47,50.2,14.2,44,10.8,1,"1.00","0.01","1.01","0.61",0,0,110,"2.43","0.27",1,2024-08-18,"Crystal Palace","Brentford",3,3,1,2
2,FALSE,72,0,0,0,2,0,0,0,0,0,0,0,7,5,0.8,2,0.8,1,"0.00","0.01","0.01","2.52",135516,30661,110,"2.43","0.27",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
8,TRUE,90,1,0,0,1,0,0,0,0,0,0,2,36,41.2,37.1,69,14.7,1,"1.09","0.25","1.34","1.57",368334,97256,110,"2.43","0.27",3,2024-08-31,"Southampton","Brentford",2,3,1,3
7,FALSE,45,1,0,0,2,0,0,0,0,0,0,2,31,33.8,4.8,35,7.4,1,"0.34","0.00","0.34","0.68",223277,194084,110,"2.43","0.27",4,2024-09-14,"Brentford","Man City",3,5,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",81784,356745,110,"2.43","0.27",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,111,"0.04","0.01",1,2024-08-18,"Crystal Palace","Brentford",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",12619,25077,111,"0.04","0.01",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",19945,38812,111,"0.04","0.01",3,2024-08-31,"Southampton","Brentford",2,3,1,3
1,FALSE,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0.3,1,0,0,"0.04","0.00","0.04","0.00",22222,40462,111,"0.04","0.01",4,2024-09-14,"Brentford","Man City",3,5,1,2
2,FALSE,62,0,0,0,2,0,0,0,0,0,0,0,13,17,2.1,0,1.9,1,"0.00","0.01","0.01","2.99",6806,16228,111,"0.04","0.01",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,112,"0.00","0.00",1,2024-08-18,"Crystal Palace","Brentford",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,2084,112,"0.00","0.00",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,722,112,"0.00","0.00",3,2024-08-31,"Southampton","Brentford",2,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,417,112,"0.00","0.00",4,2024-09-14,"Brentford","Man City",3,5,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,165,112,"0.00","0.00",5,2024-09-21,"Brentford","Spurs",3,3,1,3
1,TRUE,6,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.3,0,0.3,0,"0.00","0.00","0.00","0.56",0,0,314,"0.08","0.35",1,2024-08-18,"Crystal Palace","Brentford",3,3,1,2
1,FALSE,24,0,0,0,1,0,0,0,0,0,0,0,2,0.6,1.7,2,0.4,0,"0.00","0.01","0.01","0.67",6717,16584,314,"0.08","0.35",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
1,TRUE,8,0,0,0,1,0,0,0,0,0,0,0,1,1,0.8,11,1.3,0,"0.08","0.00","0.08","0.41",6383,25439,314,"0.08","0.35",3,2024-08-31,"Southampton","Brentford",2,3,1,3
1,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,5,2,0.1,0,0.2,0,"0.00","0.00","0.00","1.09",7469,28664,314,"0.08","0.35",4,2024-09-14,"Brentford","Man City",3,5,1,2
2,FALSE,86,0,0,0,3,0,0,0,0,0,0,0,17,8.8,22.1,8,3.9,1,"0.00","0.34","0.34","3.51",8722,11887,314,"0.08","0.35",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,338,"0.00","0.22",1,2024-08-17,"Liverpool","Ipswich",4,2,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",13247,5375,338,"0.00","0.22",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
1,TRUE,15,0,0,0,1,0,0,0,0,0,0,0,-3,0.6,0.1,0,0.1,0,"0.00","0.01","0.01","0.53",27904,9272,338,"0.00","0.22",3,2024-08-31,"Southampton","Brentford",2,3,1,3
1,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,10,15.2,0.9,2,1.8,1,"0.00","0.00","0.00","2.17",27490,11994,338,"0.00","0.22",4,2024-09-14,"Brentford","Man City",3,5,1,2
1,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,4,25,11.6,2,3.9,1,"0.00","0.21","0.21","3.51",17450,5158,338,"0.00","0.22",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,602,"0.00","0.00",1,2024-08-18,"Crystal Palace","Brentford",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",733,474,602,"0.00","0.00",2,2024-08-25,"Brentford","Liverpool",3,4,0,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1069,839,602,"0.00","0.00",3,2024-08-31,"Southampton","Brentford",2,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1427,1017,602,"0.00","0.00",4,2024-09-14,"Brentford","Man City",3,5,1,2
1,FALSE,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0,0.3,0,"0.00","0.00","0.00","0.00",486,491,602,"0.00","0.00",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",43,5,634,"0.00","0.00",3,2024-08-31,"Southampton","Brentford",2,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",152,89,634,"0.00","0.00",4,2024-09-14,"Brentford","Man City",3,5,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",21,71,634,"0.00","0.00",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",652,150,649,"0.00","0.00",4,2024-09-14,"Brentford","Man City",3,5,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",375,143,649,"0.00","0.00",5,2024-09-21,"Brentford","Spurs",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,661,"0.00","0.00",5,2024-09-21,"Brentford","Spurs",3,3,1,3
6,FALSE,45,1,0,0,0,0,0,0,0,0,0,0,24,39.6,6.5,26,7.2,0,"0.17","0.05","0.22","0.21",0,0,113,"0.29","0.63",1,2024-08-17,"Brighton","Everton",3,3,3,0
4,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,14,15.2,10.8,9,3.5,0,"0.09","0.56","0.65","0.10",28196,8103,113,"0.29","0.63",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
1,FALSE,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0,"0.00","0.01","0.01","0.00",33475,21570,113,"0.29","0.63",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
1,TRUE,22,0,0,0,0,0,0,0,0,0,0,0,2,2.2,1.6,4,0.8,0,"0.03","0.01","0.04","0.14",27664,22895,113,"0.29","0.63",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",6273,15898,113,"0.29","0.63",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,114,"0.00","0.00",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,173,114,"0.00","0.00",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,109,114,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,70,114,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,27,114,"0.00","0.00",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,115,"0.38","0.07",1,2024-08-17,"Brighton","Everton",3,3,3,0
1,TRUE,17,0,0,0,0,0,0,0,0,0,0,0,8,3.6,0.9,0,0.5,0,"0.00","0.00","0.00","0.10",293,785,115,"0.38","0.07",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,10,7.8,12.8,7,2.8,1,"0.18","0.03","0.21","2.08",463,693,115,"0.38","0.07",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
3,TRUE,90,0,0,1,0,0,0,0,0,0,0,0,21,17.4,17.6,18,5.3,1,"0.20","0.04","0.24","0.35",1797,825,115,"0.38","0.07",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1982,588,115,"0.38","0.07",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,116,"0.00","0.00",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",34238,291521,116,"0.00","0.00",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",16,556834,116,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,345115,116,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,122963,116,"0.00","0.00",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,118,"0.00","0.00",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",655,1712,118,"0.00","0.00",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",905,2794,118,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,3694,118,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,1250,118,"0.00","0.00",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,119,"0.00","0.00",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",131,620,119,"0.00","0.00",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",249,676,119,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,854,119,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,234,119,"0.00","0.00",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
6,FALSE,75,0,0,1,0,0,0,0,0,0,0,0,23,7,0.3,6,1.3,1,"0.07","0.00","0.07","0.45",0,0,120,"0.16","0.25",1,2024-08-17,"Brighton","Everton",3,3,3,0
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,11,16.2,11.1,0,2.7,1,"0.00","0.01","0.01","1.43",50113,21186,120,"0.16","0.25",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,17,30.4,39.9,2,7.2,1,"0.00","0.23","0.23","2.08",87965,54918,120,"0.16","0.25",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
6,TRUE,90,0,0,1,0,0,0,0,0,0,0,0,26,10.4,1.3,2,1.4,1,"0.09","0.01","0.10","0.35",334678,82399,120,"0.16","0.25",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",77363,27349,120,"0.16","0.25",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,121,"0.08","0.12",1,2024-08-17,"Brighton","Everton",3,3,3,0
1,TRUE,11,0,0,0,0,0,0,0,0,0,0,0,2,0,4.4,3,0.6,0,"0.03","0.00","0.03","0.10",74,2118,121,"0.08","0.12",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
1,FALSE,5,0,0,0,0,0,0,0,0,0,0,0,6,6.4,24.7,0,3.1,0,"0.00","0.11","0.11","0.00",2346,1075,121,"0.08","0.12",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
1,TRUE,23,0,0,0,0,0,0,0,0,0,0,0,6,7.2,13,7,2.7,0,"0.05","0.01","0.06","0.14",2492,1426,121,"0.08","0.12",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",975,1112,121,"0.08","0.12",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,122,"0.04","0.07",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",787,1700,122,"0.04","0.07",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
1,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,5,3.8,33.7,8,4.6,0,"0.04","0.07","0.11","0.94",4181,2541,122,"0.04","0.07",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",39256,9295,122,"0.04","0.07",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",8346,9101,122,"0.04","0.07",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,123,"0.06","0.00",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",747,1705,123,"0.06","0.00",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1956,1876,123,"0.06","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
1,TRUE,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0.06","0.00","0.06","0.00",6554,2864,123,"0.06","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",6831,2254,123,"0.06","0.00",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
1,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,4,0.4,7.6,0,0.8,0,"0.00","0.00","0.00","0.00",0,0,124,"0.08","0.04",1,2024-08-17,"Brighton","Everton",3,3,3,0
2,TRUE,89,0,0,0,1,0,0,0,0,0,0,0,17,11,4.3,2,1.7,1,"0.08","0.04","0.12","1.32",550,2243,124,"0.08","0.04",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2090,3425,124,"0.08","0.04",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,6920,124,"0.08","0.04",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,1478,124,"0.08","0.04",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,125,"0.00","0.00",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,4814,125,"0.00","0.00",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,1746,125,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,746,125,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,248,125,"0.00","0.00",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
3,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,14,11.8,6.1,2,2,1,"0.00","0.01","0.01","0.45",0,0,126,"0.20","0.45",1,2024-08-17,"Brighton","Everton",3,3,3,0
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,13,5,12.8,4,2.2,1,"0.00","0.19","0.19","1.43",757,448,126,"0.20","0.45",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,13,12.6,18.3,25,5.6,1,"0.20","0.14","0.34","2.08",903,817,126,"0.20","0.45",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
2,TRUE,66,0,0,1,0,0,0,0,1,0,0,0,10,11.4,20.1,0,3.2,1,"0.00","0.11","0.11","0.21",2785,1231,126,"0.20","0.45",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",502,644,126,"0.20","0.45",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,127,"0.00","0.00",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,665,127,"0.00","0.00",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,210,127,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,105,127,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,39,127,"0.00","0.00",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,128,"0.00","0.00",1,2024-08-17,"Brighton","Everton",3,3,3,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",322,1673,128,"0.00","0.00",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",433,1599,128,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1081,1251,128,"0.00","0.00",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",274,690,128,"0.00","0.00",5,2024-09-22,"Nott'm Forest","Brighton",3,3,NA,NA
2,FALSE,81,0,0,1,0,0,0,0,0,0,0,0,9,5,10.8,7,2.3,1,"0.03","0.02","0.05","0.45",0,0,129,"0.88","0.26",1,2024-08-17,"Brighton","Everton",3,3,3,0
8,TRUE,90,1,0,0,1,0,0,0,0,0,0,2,36,45.6,16.4,53,11.5,1,"0.53","0.12","0.65","1.43",94118,154739,129,"0.88","0.26",2,2024-08-24,"Man Utd","Brighton",3,3,1,2
8,FALSE,90,1,0,0,1,0,0,0,1,0,0,3,39,46.8,22.4,33,10.2,1,"0.32","0.12","0.44","2.08",570736,175384,129,"0.88","0.26",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1305135,113769,129,"0.88","0.26",4,2024-09-14,"Ipswich","Brighton",2,3,0,0
