"total_points","was_home","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","transfers_in","transfers_out","Player ID","xG","xA","Matchday","Date","Away Team","Home Team","Away Team Strength","Home Team Strength","Away Team Score","Home Team Score"
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,15,5,36.5,14,5.6,1,"0.24","0.34","0.58","1.04",104815,33274,541,"1.44","0.80",3,2024-08-31,"Wolves","Nott'm Forest",3,3,1,1
2,TRUE,90,0,0,0,2,0,0,0,0,0,0,0,10,14.2,8.9,47,7,1,"0.18","0.02","0.20","1.21",22327,62916,541,"1.44","0.80",4,2024-09-15,"Newcastle","Wolves",4,3,2,1
8,FALSE,90,1,0,0,3,0,0,0,1,0,0,3,34,43.6,52.7,13,10.9,1,"0.03","0.22","0.25","1.73",15910,32421,541,"1.44","0.80",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,546,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",44392,41566,546,"0.00","0.00",2,2024-08-25,"Chelsea","Wolves",3,3,6,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",42371,119677,546,"0.00","0.00",3,2024-08-31,"Wolves","Nott'm Forest",3,3,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,109296,546,"0.00","0.00",4,2024-09-15,"Newcastle","Wolves",4,3,2,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,40419,546,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,547,"0.00","0.00",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",226,694,547,"0.00","0.00",2,2024-08-25,"Chelsea","Wolves",3,3,6,2
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",520,666,547,"0.00","0.00",3,2024-08-31,"Wolves","Nott'm Forest",3,3,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",960,806,547,"0.00","0.00",4,2024-09-15,"Newcastle","Wolves",4,3,2,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",500,402,547,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
2,FALSE,83,0,0,0,2,0,0,0,0,0,0,0,2,2.4,1.9,23,2.7,1,"0.08","0.00","0.08","1.24",0,0,566,"0.84","0.39",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
6,TRUE,90,1,0,0,6,0,0,0,0,0,0,0,35,44.2,11.8,25,8.1,1,"0.58","0.16","0.74","1.56",4865,2087,566,"0.84","0.39",2,2024-08-25,"Chelsea","Wolves",3,3,6,2
2,FALSE,85,0,0,0,1,0,0,0,0,0,0,0,6,1.4,11.2,4,1.7,1,"0.00","0.04","0.04","0.89",69403,17059,566,"0.84","0.39",3,2024-08-31,"Wolves","Nott'm Forest",3,3,1,1
5,TRUE,85,0,1,0,2,0,0,0,0,0,0,0,14,16,16.2,21,5.3,1,"0.13","0.18","0.31","0.83",26474,24278,566,"0.84","0.39",4,2024-09-15,"Newcastle","Wolves",4,3,2,1
2,FALSE,64,0,0,1,0,0,0,0,0,0,0,0,6,3.4,0.9,24,2.8,1,"0.05","0.01","0.06","0.13",31650,11517,566,"0.84","0.39",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,90,0,0,0,2,0,0,0,1,0,0,0,-6,8.4,1.3,6,1.6,1,"0.00","0.01","0.01","1.24",0,0,567,"0.00","0.24",1,2024-08-17,"Wolves","Arsenal",3,5,0,2
2,TRUE,90,0,1,0,6,0,0,0,0,0,0,0,3,26.6,10.4,2,3.9,1,"0.00","0.22","0.22","1.56",427,3053,567,"0.00","0.24",2,2024-08-25,"Chelsea","Wolves",3,3,6,2
1,FALSE,90,0,0,0,1,0,0,0,1,0,0,0,6,13.8,1.6,0,1.5,1,"0.00","0.01","0.01","1.04",1075,2006,567,"0.00","0.24",3,2024-08-31,"Wolves","Nott'm Forest",3,3,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",754,2093,567,"0.00","0.24",4,2024-09-15,"Newcastle","Wolves",4,3,2,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",225,2470,567,"0.00","0.24",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2014,208,637,"0.00","0.00",3,2024-08-31,"Wolves","Nott'm Forest",3,3,1,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",15104,3234,637,"0.00","0.00",4,2024-09-15,"Newcastle","Wolves",4,3,2,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",3148,3676,637,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,639,"0.00","0.00",3,2024-08-31,"Brighton","Arsenal",3,5,1,1
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",238,80,639,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",153,131,639,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,657,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",1170,165,657,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,658,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",736,102,658,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,659,"0.00","0.00",4,2024-09-15,"Arsenal","Spurs",5,3,1,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",280,54,659,"0.00","0.00",5,2024-09-22,"Arsenal","Man City",5,5,NA,NA
1,FALSE,73,0,0,0,1,0,0,0,1,0,0,0,1,0,30.5,13,4.2,1,"0.21","0.21","0.42","1.39",0,0,28,"0.32","0.57",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
2,TRUE,90,0,0,0,2,0,0,0,0,0,0,0,10,14.6,14.5,17,4.6,1,"0.04","0.02","0.06","0.87",15599,53365,28,"0.32","0.57",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
1,FALSE,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,"0.00","0.01","0.01","0.00",64796,67639,28,"0.32","0.57",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2212,156721,28,"0.32","0.57",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
1,TRUE,45,0,0,0,0,0,0,0,0,0,0,0,7,3.6,17.4,19,4,0,"0.07","0.33","0.40","0.00",4702,26695,28,"0.32","0.57",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,29,"0.10","0.11",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
1,TRUE,14,0,0,0,1,0,0,0,0,0,0,0,2,0,1.6,1,0.2,0,"0.02","0.01","0.03","0.38",2526,17509,29,"0.10","0.11",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
1,FALSE,28,0,0,0,1,0,0,0,0,0,0,0,5,9.4,11.3,0,2.1,0,"0.00","0.05","0.05","0.28",1955,13909,29,"0.10","0.11",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
4,TRUE,45,0,1,0,0,0,0,0,0,0,0,0,18,16,16.1,7,3.9,0,"0.03","0.04","0.07","0.23",2108,10705,29,"0.10","0.11",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,28,0,0,0,0,0,0,0,1,0,0,0,-3,6.6,1.3,2,1,0,"0.05","0.01","0.06","0.00",1745,3671,29,"0.10","0.11",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,30,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",363,954,30,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",509,1251,30,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,1714,30,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,410,30,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,31,"0.00","0.01",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",538,2617,31,"0.00","0.01",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",850,2690,31,"0.00","0.01",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
1,TRUE,6,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.4,0,0.1,0,"0.00","0.01","0.01","0.09",754,2033,31,"0.00","0.01",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
1,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4,2,0.3,0,"0.00","0.00","0.00","0.00",439,857,31,"0.00","0.01",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
2,FALSE,81,0,0,0,1,0,0,0,0,0,0,0,7,9,12.4,2,2.3,1,"0.00","0.01","0.01","1.41",0,0,32,"0.00","0.01",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
1,TRUE,15,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0,2,0.3,1,"0.00","0.00","0.00","0.12",28026,25019,32,"0.00","0.01",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",9846,91923,32,"0.00","0.01",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",769,71104,32,"0.00","0.01",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",372,22772,32,"0.00","0.01",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,33,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",5094,9356,33,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",8559,13950,33,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",4534,24891,33,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,11532,33,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,34,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,1929,34,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,643,34,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,328,34,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,105,34,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,35,"0.00","0.01",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2713,9099,35,"0.00","0.01",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",5501,11517,35,"0.00","0.01",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",176,14891,35,"0.00","0.01",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
2,TRUE,90,0,0,0,1,0,0,0,0,0,0,0,7,20,1.9,0,2.2,1,"0.00","0.01","0.01","0.51",2294,2163,35,"0.00","0.01",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
2,FALSE,73,0,0,0,1,0,0,0,0,0,0,0,14,14.4,19.2,0,3.4,1,"0.00","0.13","0.13","1.39",0,0,36,"0.00","0.95",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
2,TRUE,75,0,0,0,1,0,0,0,0,0,0,0,8,18.6,1.8,0,2,1,"0.00","0.03","0.03","0.49",11294,14427,36,"0.00","0.95",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
7,FALSE,90,0,1,0,1,0,0,0,0,0,0,2,23,36.4,19.9,0,5.6,1,"0.00","0.10","0.10","0.45",89835,31942,36,"0.00","0.95",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
4,TRUE,68,0,1,0,2,0,0,0,0,0,0,0,26,30.8,54,2,8.7,1,"0.00","0.68","0.68","0.67",404275,72490,36,"0.00","0.95",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
1,TRUE,45,0,0,0,1,0,0,0,0,0,0,0,0,2.2,2.5,0,0.5,1,"0.00","0.01","0.01","0.51",187411,23716,36,"0.00","0.95",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,37,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,125,37,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,51,37,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,32,37,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,15,37,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
6,FALSE,28,1,0,0,0,0,0,0,0,0,0,1,30,34.4,2.1,23,6,0,"0.38","0.00","0.38","1.17",0,0,38,"2.07","0.14",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
1,TRUE,25,0,0,0,2,0,0,0,0,0,0,0,1,2.6,3.4,7,1.3,0,"0.10","0.14","0.24","0.51",23795,6386,38,"2.07","0.14",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
7,FALSE,29,1,0,0,1,0,0,0,1,0,0,3,27,33.2,3.2,40,7.6,0,"0.23","0.00","0.23","0.28",28151,18017,38,"2.07","0.14",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
6,TRUE,21,1,0,0,0,0,0,0,0,0,0,1,27,29.2,0.5,15,4.5,0,"0.33","0.00","0.33","0.23",109125,32588,38,"2.07","0.14",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
5,TRUE,28,1,0,0,0,0,0,0,0,0,0,0,26,32,0.8,21,5.4,0,"1.03","0.00","1.03","0.00",257452,24338,38,"2.07","0.14",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,39,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",7895,2685,39,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",20990,7436,39,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",8280,6622,39,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2994,3758,39,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,40,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",4439,4879,40,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",8895,7096,40,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",9340,7634,40,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",2322,3860,40,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,41,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",179,1639,41,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",163,2078,41,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,1590,41,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,497,41,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,42,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",23,61,42,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",44,76,42,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",57,72,42,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",32,48,42,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,43,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,587,43,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,280,43,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,186,43,"0.00","0.00",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,101,43,"0.00","0.00",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,10,13.4,14.1,7,3.5,1,"0.07","0.01","0.08","2.46",0,0,44,"0.28","0.05",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
1,TRUE,90,0,0,0,2,0,0,0,0,0,0,0,7,11.2,1,2,1.4,1,"0.00","0.01","0.01","0.87",40166,72009,44,"0.28","0.05",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,13,18.4,0.4,0,1.9,1,"0.00","0.00","0.00","0.45",209809,109922,44,"0.28","0.05",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
1,TRUE,90,0,0,0,2,0,0,0,0,0,0,0,12,17.6,7.8,2,2.7,1,"0.00","0.01","0.01","0.90",170929,141613,44,"0.28","0.05",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
9,TRUE,90,1,0,0,1,0,0,0,0,0,0,1,32,44.4,5.3,35,8.5,1,"0.21","0.02","0.23","0.51",45939,61074,44,"0.28","0.05",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
1,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,5,8.8,10.5,0,1.9,0,"0.00","0.04","0.04","1.06",0,0,45,"0.01","0.55",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
1,TRUE,14,0,0,0,1,0,0,0,0,0,0,0,0,4.4,15.1,0,2,0,"0.00","0.09","0.09","0.38",11415,42612,45,"0.01","0.55",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
1,FALSE,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0.4,0,"0.01","0.00","0.01","0.05",16361,53138,45,"0.01","0.55",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
1,TRUE,21,0,0,0,0,0,0,0,0,0,0,0,9,3.4,36,4,4.3,0,"0.00","0.40","0.40","0.23",10650,52576,45,"0.01","0.55",4,2024-09-14,"Everton","Aston Villa",3,3,2,3
1,TRUE,45,0,0,0,0,0,0,0,0,0,0,0,1,3.8,1.8,6,1.2,0,"0.00","0.02","0.02","0.00",5762,25948,45,"0.01","0.55",5,2024-09-21,"Wolves","Aston Villa",3,3,1,3
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,0,46,"0.00","0.00",1,2024-08-17,"Aston Villa","West Ham",3,3,2,1
0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,16,46,"0.00","0.00",2,2024-08-24,"Arsenal","Aston Villa",5,3,2,0
0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00","0.00","0.00","0.00",0,12,46,"0.00","0.00",3,2024-08-31,"Aston Villa","Leicester",3,2,2,1
